Wiek;Płeć;Okres;Miesiąc;Rok;Bezrobotni
Od 35 Do 44 Lat;Kobiety;10.01.2006;sty;2006;102000
Od 45 Do 54 Lat;Kobiety;11.01.2006;sty;2006;113000
Od 55 Do 64 Lat;Kobiety;12.01.2006;sty;2006;56000
Od 65 Lat Wzwyż;Kobiety;13.01.2006;sty;2006;68000
Od 16 Do 19 Lat;Mężczyźni;14.01.2006;sty;2006;90000
Od 20 Do 24 Lat;Mężczyźni;15.01.2006;sty;2006;99000
Od 25 Do 34 Lat;Mężczyźni;16.01.2006;sty;2006;191000
Od 35 Do 44 Lat;Mężczyźni;17.01.2006;sty;2006;101000
Od 45 Do 54 Lat;Mężczyźni;18.01.2006;sty;2006;161000
Od 55 Do 64 Lat;Mężczyźni;19.01.2006;sty;2006;86000
Od 65 Lat Wzwyż;Mężczyźni;20.01.2006;sty;2006;20000
Od 16 Do 19 Lat;Kobiety;21.01.2006;sty;2006;45000
Od 20 Do 24 Lat;Kobiety;22.01.2006;sty;2006;53000
Od 25 Do 34 Lat;Kobiety;23.01.2006;sty;2006;138000
Od 35 Do 44 Lat;Kobiety;24.01.2006;sty;2006;94000
Od 45 Do 54 Lat;Kobiety;25.01.2006;sty;2006;122000
Od 55 Do 64 Lat;Kobiety;26.01.2006;sty;2006;53000
Od 65 Lat Wzwyż;Kobiety;27.01.2006;sty;2006;64000
Od 16 Do 19 Lat;Mężczyźni;28.01.2006;sty;2006;73000
Od 20 Do 24 Lat;Mężczyźni;29.01.2006;sty;2006;88000
Od 25 Do 34 Lat;Mężczyźni;30.01.2006;sty;2006;172000
Od 35 Do 44 Lat;Mężczyźni;31.01.2006;sty;2006;87000
Od 45 Do 54 Lat;Mężczyźni;01.02.2006;lut;2006;133000
Od 55 Do 64 Lat;Mężczyźni;02.02.2006;lut;2006;82000
Od 65 Lat Wzwyż;Mężczyźni;03.02.2006;lut;2006;19000
Od 16 Do 19 Lat;Kobiety;04.02.2006;lut;2006;37000
Od 20 Do 24 Lat;Kobiety;05.02.2006;lut;2006;44000
Od 25 Do 34 Lat;Kobiety;06.02.2006;lut;2006;119000
Od 35 Do 44 Lat;Kobiety;07.02.2006;lut;2006;97000
Od 45 Do 54 Lat;Kobiety;08.02.2006;lut;2006;107000
Od 55 Do 64 Lat;Kobiety;09.02.2006;lut;2006;60000
Od 65 Lat Wzwyż;Kobiety;10.02.2006;lut;2006;71000
Od 16 Do 19 Lat;Mężczyźni;11.02.2006;lut;2006;54000
Od 20 Do 24 Lat;Mężczyźni;12.02.2006;lut;2006;113000
Od 25 Do 34 Lat;Mężczyźni;13.02.2006;lut;2006;140000
Od 35 Do 44 Lat;Mężczyźni;14.02.2006;lut;2006;106000
Od 45 Do 54 Lat;Mężczyźni;15.02.2006;lut;2006;141000
Od 55 Do 64 Lat;Mężczyźni;16.02.2006;lut;2006;81000
Od 65 Lat Wzwyż;Mężczyźni;17.02.2006;lut;2006;17000
Od 16 Do 19 Lat;Kobiety;18.02.2006;lut;2006;54000
Od 20 Do 24 Lat;Kobiety;19.02.2006;lut;2006;44000
Od 25 Do 34 Lat;Kobiety;20.02.2006;lut;2006;94000
Od 35 Do 44 Lat;Kobiety;21.02.2006;lut;2006;98000
Od 45 Do 54 Lat;Kobiety;22.02.2006;lut;2006;100000
Od 55 Do 64 Lat;Kobiety;23.02.2006;lut;2006;52000
Od 65 Lat Wzwyż;Kobiety;24.02.2006;lut;2006;109000
Od 16 Do 19 Lat;Mężczyźni;25.02.2006;lut;2006;44000
Od 20 Do 24 Lat;Mężczyźni;26.02.2006;lut;2006;129000
Od 25 Do 34 Lat;Mężczyźni;27.02.2006;lut;2006;112000
Od 35 Do 44 Lat;Mężczyźni;28.02.2006;lut;2006;136000
Od 45 Do 54 Lat;Mężczyźni;01.03.2006;mar;2006;148000
Od 55 Do 64 Lat;Mężczyźni;02.03.2006;mar;2006;93000
Od 65 Lat Wzwyż;Mężczyźni;03.03.2006;mar;2006;36000
Od 16 Do 19 Lat;Kobiety;04.03.2006;mar;2006;41000
Od 20 Do 24 Lat;Kobiety;05.03.2006;mar;2006;75000
Od 25 Do 34 Lat;Kobiety;06.03.2006;mar;2006;128000
Od 35 Do 44 Lat;Kobiety;07.03.2006;mar;2006;150000
Od 45 Do 54 Lat;Kobiety;08.03.2006;mar;2006;118000
Od 55 Do 64 Lat;Kobiety;09.03.2006;mar;2006;63000
Od 65 Lat Wzwyż;Kobiety;10.03.2006;mar;2006;111000
Od 16 Do 19 Lat;Mężczyźni;11.03.2006;mar;2006;43000
Od 20 Do 24 Lat;Mężczyźni;12.03.2006;mar;2006;150000
Od 25 Do 34 Lat;Mężczyźni;13.03.2006;mar;2006;119000
Od 35 Do 44 Lat;Mężczyźni;14.03.2006;mar;2006;121000
Od 45 Do 54 Lat;Mężczyźni;15.03.2006;mar;2006;147000
Od 55 Do 64 Lat;Mężczyźni;16.03.2006;mar;2006;110000
Od 65 Lat Wzwyż;Mężczyźni;17.03.2006;mar;2006;17000
Od 16 Do 19 Lat;Kobiety;18.03.2006;mar;2006;47000
Od 20 Do 24 Lat;Kobiety;19.03.2006;mar;2006;66000
Od 25 Do 34 Lat;Kobiety;20.03.2006;mar;2006;125000
Od 35 Do 44 Lat;Kobiety;21.03.2006;mar;2006;112000
Od 45 Do 54 Lat;Kobiety;22.03.2006;mar;2006;125000
Od 55 Do 64 Lat;Kobiety;23.03.2006;mar;2006;50000
Od 65 Lat Wzwyż;Kobiety;24.03.2006;mar;2006;84000
Od 16 Do 19 Lat;Mężczyźni;25.03.2006;mar;2006;68000
Od 20 Do 24 Lat;Mężczyźni;26.03.2006;mar;2006;131000
Od 25 Do 34 Lat;Mężczyźni;27.03.2006;mar;2006;140000
Od 35 Do 44 Lat;Mężczyźni;28.03.2006;mar;2006;139000
Od 45 Do 54 Lat;Mężczyźni;29.03.2006;mar;2006;129000
Od 55 Do 64 Lat;Mężczyźni;30.03.2006;mar;2006;105000
Od 65 Lat Wzwyż;Mężczyźni;31.03.2006;mar;2006;19000
Od 16 Do 19 Lat;Kobiety;01.04.2006;kwi;2006;36000
Od 20 Do 24 Lat;Kobiety;02.04.2006;kwi;2006;73000
Od 25 Do 34 Lat;Kobiety;03.04.2006;kwi;2006;115000
Od 35 Do 44 Lat;Kobiety;04.04.2006;kwi;2006;126000
Od 45 Do 54 Lat;Kobiety;05.04.2006;kwi;2006;127000
Od 55 Do 64 Lat;Kobiety;06.04.2006;kwi;2006;53000
Od 65 Lat Wzwyż;Kobiety;07.04.2006;kwi;2006;92000
Od 16 Do 19 Lat;Mężczyźni;08.04.2006;kwi;2006;60000
Od 20 Do 24 Lat;Mężczyźni;09.04.2006;kwi;2006;117000
Od 25 Do 34 Lat;Mężczyźni;10.04.2006;kwi;2006;100000
Od 35 Do 44 Lat;Mężczyźni;11.04.2006;kwi;2006;119000
Od 45 Do 54 Lat;Mężczyźni;12.04.2006;kwi;2006;144000
Od 55 Do 64 Lat;Mężczyźni;13.04.2006;kwi;2006;95000
Od 65 Lat Wzwyż;Mężczyźni;14.04.2006;kwi;2006;29000
Od 16 Do 19 Lat;Kobiety;15.04.2006;kwi;2006;27000
Od 20 Do 24 Lat;Kobiety;16.04.2006;kwi;2006;83000
Od 25 Do 34 Lat;Kobiety;17.04.2006;kwi;2006;104000
Od 35 Do 44 Lat;Kobiety;18.04.2006;kwi;2006;156000
Od 45 Do 54 Lat;Kobiety;19.04.2006;kwi;2006;146000
Od 55 Do 64 Lat;Kobiety;20.04.2006;kwi;2006;85000
Od 65 Lat Wzwyż;Kobiety;21.04.2006;kwi;2006;76000
Od 16 Do 19 Lat;Mężczyźni;22.04.2006;kwi;2006;65000
Od 20 Do 24 Lat;Mężczyźni;23.04.2006;kwi;2006;88000
Od 25 Do 34 Lat;Mężczyźni;24.04.2006;kwi;2006;149000
Od 35 Do 44 Lat;Mężczyźni;25.04.2006;kwi;2006;142000
Od 45 Do 54 Lat;Mężczyźni;26.04.2006;kwi;2006;128000
Od 55 Do 64 Lat;Mężczyźni;27.04.2006;kwi;2006;88000
Od 65 Lat Wzwyż;Mężczyźni;28.04.2006;kwi;2006;33000
Od 16 Do 19 Lat;Kobiety;29.04.2006;kwi;2006;46000
Od 20 Do 24 Lat;Kobiety;30.04.2006;kwi;2006;100000
Od 25 Do 34 Lat;Kobiety;01.05.2006;maj;2006;129000
Od 35 Do 44 Lat;Kobiety;02.05.2006;maj;2006;140000
Od 45 Do 54 Lat;Kobiety;03.05.2006;maj;2006;146000
Od 55 Do 64 Lat;Kobiety;04.05.2006;maj;2006;86000
Od 65 Lat Wzwyż;Kobiety;05.05.2006;maj;2006;89000
Od 16 Do 19 Lat;Mężczyźni;06.05.2006;maj;2006;69000
Od 20 Do 24 Lat;Mężczyźni;07.05.2006;maj;2006;106000
Od 25 Do 34 Lat;Mężczyźni;08.05.2006;maj;2006;147000
Od 35 Do 44 Lat;Mężczyźni;09.05.2006;maj;2006;132000
Od 45 Do 54 Lat;Mężczyźni;10.05.2006;maj;2006;149000
Od 55 Do 64 Lat;Mężczyźni;11.05.2006;maj;2006;83000
Od 65 Lat Wzwyż;Mężczyźni;12.05.2006;maj;2006;36000
Od 16 Do 19 Lat;Kobiety;13.05.2006;maj;2006;36000
Od 20 Do 24 Lat;Kobiety;14.05.2006;maj;2006;80000
Od 25 Do 34 Lat;Kobiety;15.05.2006;maj;2006;108000
Od 35 Do 44 Lat;Kobiety;16.05.2006;maj;2006;133000
Od 45 Do 54 Lat;Kobiety;17.05.2006;maj;2006;124000
Od 55 Do 64 Lat;Kobiety;18.05.2006;maj;2006;63000
Od 65 Lat Wzwyż;Kobiety;19.05.2006;maj;2006;77000
Od 16 Do 19 Lat;Mężczyźni;20.05.2006;maj;2006;90000
Od 20 Do 24 Lat;Mężczyźni;21.05.2006;maj;2006;138000
Od 25 Do 34 Lat;Mężczyźni;22.05.2006;maj;2006;169000
Od 35 Do 44 Lat;Mężczyźni;23.05.2006;maj;2006;155000
Od 45 Do 54 Lat;Mężczyźni;24.05.2006;maj;2006;145000
Od 55 Do 64 Lat;Mężczyźni;25.05.2006;maj;2006;75000
Od 65 Lat Wzwyż;Mężczyźni;26.05.2006;maj;2006;39000
Od 16 Do 19 Lat;Kobiety;27.05.2006;maj;2006;47000
Od 20 Do 24 Lat;Kobiety;28.05.2006;maj;2006;76000
Od 25 Do 34 Lat;Kobiety;29.05.2006;maj;2006;93000
Od 35 Do 44 Lat;Kobiety;30.05.2006;maj;2006;126000
Od 45 Do 54 Lat;Kobiety;31.05.2006;maj;2006;153000
Od 55 Do 64 Lat;Kobiety;01.06.2006;cze;2006;88000
Od 65 Lat Wzwyż;Kobiety;02.06.2006;cze;2006;99000
Od 16 Do 19 Lat;Mężczyźni;03.06.2006;cze;2006;105000
Od 20 Do 24 Lat;Mężczyźni;04.06.2006;cze;2006;146000
Od 25 Do 34 Lat;Mężczyźni;05.06.2006;cze;2006;121000
Od 35 Do 44 Lat;Mężczyźni;06.06.2006;cze;2006;151000
Od 45 Do 54 Lat;Mężczyźni;07.06.2006;cze;2006;164000
Od 55 Do 64 Lat;Mężczyźni;08.06.2006;cze;2006;95000
Od 65 Lat Wzwyż;Mężczyźni;09.06.2006;cze;2006;31000
Od 16 Do 19 Lat;Kobiety;10.06.2006;cze;2006;37000
Od 20 Do 24 Lat;Kobiety;11.06.2006;cze;2006;56000
Od 25 Do 34 Lat;Kobiety;12.06.2006;cze;2006;107000
Od 35 Do 44 Lat;Kobiety;13.06.2006;cze;2006;97000
Od 45 Do 54 Lat;Kobiety;14.06.2006;cze;2006;130000
Od 55 Do 64 Lat;Kobiety;15.06.2006;cze;2006;103000
Od 65 Lat Wzwyż;Kobiety;16.06.2006;cze;2006;106000
Od 16 Do 19 Lat;Mężczyźni;17.06.2006;cze;2006;71000
Od 20 Do 24 Lat;Mężczyźni;18.06.2006;cze;2006;142000
Od 25 Do 34 Lat;Mężczyźni;19.06.2006;cze;2006;145000
Od 35 Do 44 Lat;Mężczyźni;20.06.2006;cze;2006;154000
Od 45 Do 54 Lat;Mężczyźni;21.06.2006;cze;2006;201000
Od 55 Do 64 Lat;Mężczyźni;22.06.2006;cze;2006;78000
Od 65 Lat Wzwyż;Mężczyźni;23.06.2006;cze;2006;34000
Od 16 Do 19 Lat;Kobiety;24.06.2006;cze;2006;51000
Od 20 Do 24 Lat;Kobiety;25.06.2006;cze;2006;52000
Od 25 Do 34 Lat;Kobiety;26.06.2006;cze;2006;124000
Od 35 Do 44 Lat;Kobiety;27.06.2006;cze;2006;101000
Od 45 Do 54 Lat;Kobiety;28.06.2006;cze;2006;113000
Od 55 Do 64 Lat;Kobiety;29.06.2006;cze;2006;75000
Od 65 Lat Wzwyż;Kobiety;30.06.2006;cze;2006;101000
Od 16 Do 19 Lat;Mężczyźni;01.07.2006;lip;2006;95000
Od 20 Do 24 Lat;Mężczyźni;02.07.2006;lip;2006;154000
Od 25 Do 34 Lat;Mężczyźni;03.07.2006;lip;2006;165000
Od 35 Do 44 Lat;Mężczyźni;04.07.2006;lip;2006;175000
Od 45 Do 54 Lat;Mężczyźni;05.07.2006;lip;2006;203000
Od 55 Do 64 Lat;Mężczyźni;06.07.2006;lip;2006;67000
Od 65 Lat Wzwyż;Mężczyźni;07.07.2006;lip;2006;33000
Od 16 Do 19 Lat;Kobiety;08.07.2006;lip;2006;50000
Od 20 Do 24 Lat;Kobiety;09.07.2006;lip;2006;44000
Od 25 Do 34 Lat;Kobiety;10.07.2006;lip;2006;137000
Od 35 Do 44 Lat;Kobiety;11.07.2006;lip;2006;85000
Od 45 Do 54 Lat;Kobiety;12.07.2006;lip;2006;154000
Od 55 Do 64 Lat;Kobiety;13.07.2006;lip;2006;72000
Od 65 Lat Wzwyż;Kobiety;14.07.2006;lip;2006;98000
Od 16 Do 19 Lat;Mężczyźni;15.07.2006;lip;2006;91000
Od 20 Do 24 Lat;Mężczyźni;16.07.2006;lip;2006;174000
Od 25 Do 34 Lat;Mężczyźni;17.07.2006;lip;2006;180000
Od 35 Do 44 Lat;Mężczyźni;18.07.2006;lip;2006;143000
Od 45 Do 54 Lat;Mężczyźni;19.07.2006;lip;2006;183000
Od 55 Do 64 Lat;Mężczyźni;20.07.2006;lip;2006;94000
Od 65 Lat Wzwyż;Mężczyźni;21.07.2006;lip;2006;27000
Od 16 Do 19 Lat;Kobiety;22.07.2006;lip;2006;69000
Od 20 Do 24 Lat;Kobiety;23.07.2006;lip;2006;61000
Od 25 Do 34 Lat;Kobiety;24.07.2006;lip;2006;148000
Od 35 Do 44 Lat;Kobiety;25.07.2006;lip;2006;118000
Od 45 Do 54 Lat;Kobiety;26.07.2006;lip;2006;183000
Od 55 Do 64 Lat;Kobiety;27.07.2006;lip;2006;76000
Od 65 Lat Wzwyż;Kobiety;28.07.2006;lip;2006;67000
Od 16 Do 19 Lat;Mężczyźni;29.07.2006;lip;2006;80000
Od 20 Do 24 Lat;Mężczyźni;30.07.2006;lip;2006;160000
Od 25 Do 34 Lat;Mężczyźni;31.07.2006;lip;2006;210000
Od 35 Do 44 Lat;Mężczyźni;01.08.2006;sie;2006;158000
Od 45 Do 54 Lat;Mężczyźni;02.08.2006;sie;2006;173000
Od 55 Do 64 Lat;Mężczyźni;03.08.2006;sie;2006;99000
Od 65 Lat Wzwyż;Mężczyźni;04.08.2006;sie;2006;25000
Od 16 Do 19 Lat;Kobiety;05.08.2006;sie;2006;51000
Od 20 Do 24 Lat;Kobiety;06.08.2006;sie;2006;71000
Od 25 Do 34 Lat;Kobiety;07.08.2006;sie;2006;132000
Od 35 Do 44 Lat;Kobiety;08.08.2006;sie;2006;118000
Od 45 Do 54 Lat;Kobiety;09.08.2006;sie;2006;168000
Od 55 Do 64 Lat;Kobiety;10.08.2006;sie;2006;66000
Od 65 Lat Wzwyż;Kobiety;11.08.2006;sie;2006;99000
Od 16 Do 19 Lat;Mężczyźni;12.08.2006;sie;2006;74000
Od 20 Do 24 Lat;Mężczyźni;13.08.2006;sie;2006;151000
Od 25 Do 34 Lat;Mężczyźni;14.08.2006;sie;2006;193000
Od 35 Do 44 Lat;Mężczyźni;15.08.2006;sie;2006;201000
Od 45 Do 54 Lat;Mężczyźni;16.08.2006;sie;2006;196000
Od 55 Do 64 Lat;Mężczyźni;17.08.2006;sie;2006;70000
Od 65 Lat Wzwyż;Mężczyźni;18.08.2006;sie;2006;37000
Od 16 Do 19 Lat;Kobiety;19.08.2006;sie;2006;48000
Od 20 Do 24 Lat;Kobiety;20.08.2006;sie;2006;85000
Od 25 Do 34 Lat;Kobiety;21.08.2006;sie;2006;163000
Od 35 Do 44 Lat;Kobiety;22.08.2006;sie;2006;147000
Od 45 Do 54 Lat;Kobiety;23.08.2006;sie;2006;197000
Od 55 Do 64 Lat;Kobiety;24.08.2006;sie;2006;78000
Od 65 Lat Wzwyż;Kobiety;25.08.2006;sie;2006;133000
Od 16 Do 19 Lat;Mężczyźni;26.08.2006;sie;2006;78000
Od 20 Do 24 Lat;Mężczyźni;27.08.2006;sie;2006;138000
Od 25 Do 34 Lat;Mężczyźni;28.08.2006;sie;2006;222000
Od 35 Do 44 Lat;Mężczyźni;29.08.2006;sie;2006;208000
Od 45 Do 54 Lat;Mężczyźni;30.08.2006;sie;2006;206000
Od 55 Do 64 Lat;Mężczyźni;31.08.2006;sie;2006;103000
Od 65 Lat Wzwyż;Mężczyźni;01.09.2006;wrz;2006;50000
Od 16 Do 19 Lat;Kobiety;02.09.2006;wrz;2006;62000
Od 20 Do 24 Lat;Kobiety;03.09.2006;wrz;2006;101000
Od 25 Do 34 Lat;Kobiety;04.09.2006;wrz;2006;204000
Od 35 Do 44 Lat;Kobiety;05.09.2006;wrz;2006;166000
Od 45 Do 54 Lat;Kobiety;06.09.2006;wrz;2006;209000
Od 55 Do 64 Lat;Kobiety;07.09.2006;wrz;2006;99000
Od 65 Lat Wzwyż;Kobiety;08.09.2006;wrz;2006;149000
Od 16 Do 19 Lat;Mężczyźni;09.09.2006;wrz;2006;75000
Od 20 Do 24 Lat;Mężczyźni;10.09.2006;wrz;2006;169000
Od 25 Do 34 Lat;Mężczyźni;11.09.2006;wrz;2006;249000
Od 35 Do 44 Lat;Mężczyźni;12.09.2006;wrz;2006;235000
Od 45 Do 54 Lat;Mężczyźni;13.09.2006;wrz;2006;212000
Od 55 Do 64 Lat;Mężczyźni;14.09.2006;wrz;2006;126000
Od 65 Lat Wzwyż;Mężczyźni;15.09.2006;wrz;2006;46000
Od 16 Do 19 Lat;Kobiety;16.09.2006;wrz;2006;69000
Od 20 Do 24 Lat;Kobiety;17.09.2006;wrz;2006;141000
Od 25 Do 34 Lat;Kobiety;18.09.2006;wrz;2006;177000
Od 35 Do 44 Lat;Kobiety;19.09.2006;wrz;2006;146000
Od 45 Do 54 Lat;Kobiety;20.09.2006;wrz;2006;231000
Od 55 Do 64 Lat;Kobiety;21.09.2006;wrz;2006;112000
Od 65 Lat Wzwyż;Kobiety;22.09.2006;wrz;2006;125000
Od 16 Do 19 Lat;Mężczyźni;23.09.2006;wrz;2006;114000
Od 20 Do 24 Lat;Mężczyźni;24.09.2006;wrz;2006;176000
Od 25 Do 34 Lat;Mężczyźni;25.09.2006;wrz;2006;281000
Od 35 Do 44 Lat;Mężczyźni;26.09.2006;wrz;2006;250000
Od 45 Do 54 Lat;Mężczyźni;27.09.2006;wrz;2006;217000
Od 55 Do 64 Lat;Mężczyźni;28.09.2006;wrz;2006;158000
Od 65 Lat Wzwyż;Mężczyźni;29.09.2006;wrz;2006;45000
Od 16 Do 19 Lat;Kobiety;30.09.2006;wrz;2006;48000
Od 20 Do 24 Lat;Kobiety;01.10.2006;paź;2006;104000
Od 25 Do 34 Lat;Kobiety;02.10.2006;paź;2006;222000
Od 35 Do 44 Lat;Kobiety;03.10.2006;paź;2006;192000
Od 45 Do 54 Lat;Kobiety;04.10.2006;paź;2006;243000
Od 55 Do 64 Lat;Kobiety;05.10.2006;paź;2006;132000
Od 65 Lat Wzwyż;Kobiety;06.10.2006;paź;2006;146000
Od 16 Do 19 Lat;Mężczyźni;07.10.2006;paź;2006;106000
Od 20 Do 24 Lat;Mężczyźni;08.10.2006;paź;2006;152000
Od 25 Do 34 Lat;Mężczyźni;09.10.2006;paź;2006;316000
Od 35 Do 44 Lat;Mężczyźni;10.10.2006;paź;2006;206000
Od 45 Do 54 Lat;Mężczyźni;11.10.2006;paź;2006;253000
Od 55 Do 64 Lat;Mężczyźni;12.10.2006;paź;2006;171000
Od 65 Lat Wzwyż;Mężczyźni;13.10.2006;paź;2006;57000
Od 16 Do 19 Lat;Kobiety;14.10.2006;paź;2006;53000
Od 20 Do 24 Lat;Kobiety;15.10.2006;paź;2006;106000
Od 25 Do 34 Lat;Kobiety;16.10.2006;paź;2006;202000
Od 35 Do 44 Lat;Kobiety;17.10.2006;paź;2006;203000
Od 45 Do 54 Lat;Kobiety;18.10.2006;paź;2006;189000
Od 55 Do 64 Lat;Kobiety;19.10.2006;paź;2006;156000
Od 65 Lat Wzwyż;Kobiety;20.10.2006;paź;2006;95000
Od 16 Do 19 Lat;Mężczyźni;21.10.2006;paź;2006;109000
Od 20 Do 24 Lat;Mężczyźni;22.10.2006;paź;2006;216000
Od 25 Do 34 Lat;Mężczyźni;23.10.2006;paź;2006;323000
Od 35 Do 44 Lat;Mężczyźni;24.10.2006;paź;2006;253000
Od 45 Do 54 Lat;Mężczyźni;25.10.2006;paź;2006;318000
Od 55 Do 64 Lat;Mężczyźni;26.10.2006;paź;2006;173000
Od 65 Lat Wzwyż;Mężczyźni;27.10.2006;paź;2006;66000
Od 16 Do 19 Lat;Kobiety;28.10.2006;paź;2006;83000
Od 20 Do 24 Lat;Kobiety;29.10.2006;paź;2006;132000
Od 25 Do 34 Lat;Kobiety;30.10.2006;paź;2006;165000
Od 35 Do 44 Lat;Kobiety;31.10.2006;paź;2006;222000
Od 45 Do 54 Lat;Kobiety;01.11.2006;lis;2006;246000
Od 55 Do 64 Lat;Kobiety;02.11.2006;lis;2006;174000
Od 65 Lat Wzwyż;Kobiety;03.11.2006;lis;2006;109000
Od 16 Do 19 Lat;Mężczyźni;04.11.2006;lis;2006;135000
Od 20 Do 24 Lat;Mężczyźni;05.11.2006;lis;2006;234000
Od 25 Do 34 Lat;Mężczyźni;06.11.2006;lis;2006;331000
Od 35 Do 44 Lat;Mężczyźni;07.11.2006;lis;2006;279000
Od 45 Do 54 Lat;Mężczyźni;08.11.2006;lis;2006;372000
Od 55 Do 64 Lat;Mężczyźni;09.11.2006;lis;2006;179000
Od 65 Lat Wzwyż;Mężczyźni;10.11.2006;lis;2006;78000
Od 16 Do 19 Lat;Kobiety;11.11.2006;lis;2006;86000
Od 20 Do 24 Lat;Kobiety;12.11.2006;lis;2006;123000
Od 25 Do 34 Lat;Kobiety;13.11.2006;lis;2006;209000
Od 35 Do 44 Lat;Kobiety;14.11.2006;lis;2006;272000
Od 45 Do 54 Lat;Kobiety;15.11.2006;lis;2006;223000
Od 55 Do 64 Lat;Kobiety;16.11.2006;lis;2006;186000
Od 65 Lat Wzwyż;Kobiety;17.11.2006;lis;2006;146000
Od 16 Do 19 Lat;Mężczyźni;18.11.2006;lis;2006;198000
Od 20 Do 24 Lat;Mężczyźni;19.11.2006;lis;2006;258000
Od 25 Do 34 Lat;Mężczyźni;20.11.2006;lis;2006;363000
Od 35 Do 44 Lat;Mężczyźni;21.11.2006;lis;2006;311000
Od 45 Do 54 Lat;Mężczyźni;22.11.2006;lis;2006;438000
Od 55 Do 64 Lat;Mężczyźni;23.11.2006;lis;2006;196000
Od 65 Lat Wzwyż;Mężczyźni;24.11.2006;lis;2006;100000
Od 16 Do 19 Lat;Kobiety;25.11.2006;lis;2006;85000
Od 20 Do 24 Lat;Kobiety;26.11.2006;lis;2006;178000
Od 25 Do 34 Lat;Kobiety;27.11.2006;lis;2006;209000
Od 35 Do 44 Lat;Kobiety;28.11.2006;lis;2006;293000
Od 45 Do 54 Lat;Kobiety;29.11.2006;lis;2006;241000
Od 55 Do 64 Lat;Kobiety;30.11.2006;lis;2006;149000
Od 65 Lat Wzwyż;Kobiety;01.12.2006;gru;2006;167000
Od 16 Do 19 Lat;Mężczyźni;02.12.2006;gru;2006;152000
Od 20 Do 24 Lat;Mężczyźni;03.12.2006;gru;2006;288000
Od 25 Do 34 Lat;Mężczyźni;04.12.2006;gru;2006;406000
Od 35 Do 44 Lat;Mężczyźni;05.12.2006;gru;2006;399000
Od 45 Do 54 Lat;Mężczyźni;06.12.2006;gru;2006;461000
Od 55 Do 64 Lat;Mężczyźni;07.12.2006;gru;2006;239000
Od 65 Lat Wzwyż;Mężczyźni;08.12.2006;gru;2006;80000
Od 16 Do 19 Lat;Kobiety;09.12.2006;gru;2006;112000
Od 20 Do 24 Lat;Kobiety;10.12.2006;gru;2006;169000
Od 25 Do 34 Lat;Kobiety;11.12.2006;gru;2006;242000
Od 35 Do 44 Lat;Kobiety;12.12.2006;gru;2006;279000
Od 45 Do 54 Lat;Kobiety;13.12.2006;gru;2006;282000
Od 55 Do 64 Lat;Kobiety;14.12.2006;gru;2006;180000
Od 65 Lat Wzwyż;Kobiety;15.12.2006;gru;2006;160000
Od 16 Do 19 Lat;Mężczyźni;16.12.2006;gru;2006;213000
Od 20 Do 24 Lat;Mężczyźni;17.12.2006;gru;2006;366000
Od 25 Do 34 Lat;Mężczyźni;18.12.2006;gru;2006;506000
Od 35 Do 44 Lat;Mężczyźni;19.12.2006;gru;2006;485000
Od 45 Do 54 Lat;Mężczyźni;20.12.2006;gru;2006;489000
Od 55 Do 64 Lat;Mężczyźni;21.12.2006;gru;2006;269000
Od 65 Lat Wzwyż;Mężczyźni;22.12.2006;gru;2006;79000
Od 16 Do 19 Lat;Kobiety;23.12.2006;gru;2006;121000
Od 20 Do 24 Lat;Kobiety;24.12.2006;gru;2006;167000
Od 25 Do 34 Lat;Kobiety;25.12.2006;gru;2006;318000
Od 35 Do 44 Lat;Kobiety;26.12.2006;gru;2006;302000
Od 45 Do 54 Lat;Kobiety;27.12.2006;gru;2006;325000
Od 55 Do 64 Lat;Kobiety;28.12.2006;gru;2006;205000
Od 65 Lat Wzwyż;Kobiety;29.12.2006;gru;2006;145000
Od 16 Do 19 Lat;Mężczyźni;30.12.2006;gru;2006;174000
Od 20 Do 24 Lat;Mężczyźni;31.12.2006;gru;2006;366000
Od 25 Do 34 Lat;Mężczyźni;01.01.2007;sty;2007;537000
Od 35 Do 44 Lat;Mężczyźni;02.01.2007;sty;2007;450000
Od 45 Do 54 Lat;Mężczyźni;03.01.2007;sty;2007;479000
Od 55 Do 64 Lat;Mężczyźni;04.01.2007;sty;2007;282000
Od 65 Lat Wzwyż;Mężczyźni;05.01.2007;sty;2007;87000
Od 16 Do 19 Lat;Kobiety;06.01.2007;sty;2007;102000
Od 20 Do 24 Lat;Kobiety;07.01.2007;sty;2007;212000
Od 25 Do 34 Lat;Kobiety;08.01.2007;sty;2007;377000
Od 35 Do 44 Lat;Kobiety;09.01.2007;sty;2007;297000
Od 45 Do 54 Lat;Kobiety;10.01.2007;sty;2007;327000
Od 55 Do 64 Lat;Kobiety;11.01.2007;sty;2007;214000
Od 65 Lat Wzwyż;Kobiety;12.01.2007;sty;2007;171000
Od 16 Do 19 Lat;Mężczyźni;13.01.2007;sty;2007;207000
Od 20 Do 24 Lat;Mężczyźni;14.01.2007;sty;2007;300000
Od 25 Do 34 Lat;Mężczyźni;15.01.2007;sty;2007;553000
Od 35 Do 44 Lat;Mężczyźni;16.01.2007;sty;2007;495000
Od 45 Do 54 Lat;Mężczyźni;17.01.2007;sty;2007;488000
Od 55 Do 64 Lat;Mężczyźni;18.01.2007;sty;2007;361000
